locus_tag	ftype	length_bp	gene	EC_number	COG	product
SEQF10000.1_01805	CDS	1668	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
SEQF10000.1_01806	CDS	1557				hypothetical protein
SEQF10000.1_01807	CDS	1140	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
SEQF10000.1_01808	CDS	960				hypothetical protein
SEQF10000.1_01809	CDS	1185	gtfA_3	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
SEQF10000.1_01810	CDS	765				hypothetical protein
SEQF10000.1_01811	CDS	759	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
SEQF10000.1_01812	CDS	699				hypothetical protein
SEQF10000.1_01813	CDS	1407				hypothetical protein
SEQF10000.1_01814	CDS	1074				hypothetical protein
SEQF10000.1_01815	CDS	1635	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
SEQF10000.1_01816	CDS	870				hypothetical protein
SEQF10000.1_01817	CDS	531				hypothetical protein
SEQF10000.1_01818	CDS	399				hypothetical protein
SEQF10000.1_01819	CDS	876	thiK_2	2.7.1.89		Thiamine kinase
SEQF10000.1_01820	CDS	777				hypothetical protein
SEQF10000.1_01821	CDS	882	dagK	2.7.1.107		Diacylglycerol kinase
SEQF10000.1_01822	CDS	786				hypothetical protein
SEQF10000.1_01823	CDS	1287	siaT_3		COG1593	Sialic acid TRAP transporter permease protein SiaT
SEQF10000.1_01824	CDS	462				hypothetical protein
SEQF10000.1_01825	CDS	1002				hypothetical protein
SEQF10000.1_01826	CDS	1035	ascG		COG1609	HTH-type transcriptional regulator AscG
SEQF10000.1_01827	CDS	1299	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
SEQF10000.1_01828	CDS	270				hypothetical protein
SEQF10000.1_01829	CDS	225				hypothetical protein
SEQF10000.1_01830	CDS	1818	htpG		COG0326	Chaperone protein HtpG
SEQF10000.1_01831	CDS	564	efp		COG0231	Elongation factor P
SEQF10000.1_01832	CDS	1029				hypothetical protein
SEQF10000.1_01833	CDS	216				hypothetical protein
SEQF10000.1_01834	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
SEQF10000.1_01835	CDS	957		1.-.-.-		NADH oxidase
SEQF10000.1_01836	CDS	1989				hypothetical protein
SEQF10000.1_01837	CDS	1032	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
SEQF10000.1_01838	CDS	873		2.5.1.10		Farnesyl diphosphate synthase
SEQF10000.1_01839	CDS	225	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
SEQF10000.1_01840	CDS	519	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
SEQF10000.1_01841	CDS	549	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
SEQF10000.1_01842	CDS	1107	prmC	2.1.1.297		Release factor glutamine methyltransferase
SEQF10000.1_01843	CDS	1080	prfA		COG0216	Peptide chain release factor 1
SEQF10000.1_01844	CDS	678				hypothetical protein
SEQF10000.1_01845	CDS	612				hypothetical protein
SEQF10000.1_01846	CDS	561				hypothetical protein
SEQF10000.1_01847	CDS	1008	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
SEQF10000.1_01848	CDS	2388	smc		COG1196	Chromosome partition protein Smc
SEQF10000.1_01849	CDS	465				hypothetical protein
SEQF10000.1_01850	misc_RNA	100				TPP
SEQF10000.1_01851	CDS	213				hypothetical protein
SEQF10000.1_01852	CDS	780	thiG	2.8.1.10	COG2022	Thiazole synthase
SEQF10000.1_01853	CDS	1107	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
SEQF10000.1_01854	CDS	549				hypothetical protein
SEQF10000.1_01855	CDS	639	thiE	2.5.1.3		Thiamine-phosphate synthase
SEQF10000.1_01856	CDS	798	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
SEQF10000.1_01857	CDS	4092				hypothetical protein
SEQF10000.1_01858	CDS	2370	btuB_10			Vitamin B12 transporter BtuB
SEQF10000.1_01859	CDS	108				hypothetical protein
SEQF10000.1_01860	CDS	1020				hypothetical protein
SEQF10000.1_01861	CDS	399	mscL		COG1970	Large-conductance mechanosensitive channel
SEQF10000.1_01862	CDS	1053	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
SEQF10000.1_01863	CDS	624				hypothetical protein
SEQF10000.1_01864	CDS	588	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
SEQF10000.1_01865	CDS	1428				hypothetical protein
SEQF10000.1_01866	CDS	1656				hypothetical protein
SEQF10000.1_01867	CDS	333				hypothetical protein
SEQF10000.1_01868	CDS	762	yjjP_2		COG2966	Inner membrane protein YjjP
SEQF10000.1_01869	CDS	441				hypothetical protein
SEQF10000.1_01870	CDS	894			COG2990	putative protein
SEQF10000.1_01871	CDS	906			COG2990	putative protein
SEQF10000.1_01872	CDS	1224	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
SEQF10000.1_01873	CDS	1566	rny	3.1.-.-	COG1418	Ribonuclease Y
SEQF10000.1_01874	CDS	351	rsbV		COG1366	Anti-sigma-B factor antagonist
SEQF10000.1_01875	CDS	396	spoIIAB	2.7.11.1		Anti-sigma F factor
SEQF10000.1_01876	CDS	387				hypothetical protein
SEQF10000.1_01877	CDS	909	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
SEQF10000.1_01878	CDS	1287	obg	3.6.5.-		GTPase Obg
SEQF10000.1_01879	CDS	1623	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
SEQF10000.1_01880	misc_RNA	176				Cobalamin
SEQF10000.1_01881	CDS	936	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
SEQF10000.1_01882	CDS	825	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
SEQF10000.1_01883	CDS	1569	nikA_3		COG0747	Nickel-binding protein NikA
SEQF10000.1_01884	CDS	786	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
SEQF10000.1_01885	CDS	813	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
SEQF10000.1_01886	CDS	993				hypothetical protein
SEQF10000.1_01887	CDS	186				hypothetical protein
SEQF10000.1_01888	CDS	3174		3.4.21.-		Extracellular serine protease
SEQF10000.1_01889	CDS	264				hypothetical protein
SEQF10000.1_01890	tRNA	76				tRNA-Thr(ggt)
SEQF10000.1_01891	CDS	954	metH	2.1.1.13	COG0646	Methionine synthase
SEQF10000.1_01892	CDS	714	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
SEQF10000.1_01893	CDS	1293				hypothetical protein
SEQF10000.1_01894	CDS	1866	fruA_1		COG1299	PTS system fructose-specific EIIABC component
SEQF10000.1_01895	CDS	921	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
SEQF10000.1_01896	CDS	702	lacR			Lactose phosphotransferase system repressor
SEQF10000.1_01897	CDS	1422	glgA	2.4.1.21	COG0297	Glycogen synthase
SEQF10000.1_01898	CDS	1164	glgD		COG0448	Glycogen biosynthesis protein GlgD
SEQF10000.1_01899	CDS	1146	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
SEQF10000.1_01900	CDS	1836	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
SEQF10000.1_01901	CDS	2364	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
SEQF10000.1_01902	CDS	540	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
SEQF10000.1_01903	CDS	111				hypothetical protein
SEQF10000.1_01904	CDS	1815	oatA	2.3.1.-		O-acetyltransferase OatA
SEQF10000.1_01905	CDS	777				hypothetical protein
SEQF10000.1_01906	CDS	837				hypothetical protein
SEQF10000.1_01907	CDS	681				hypothetical protein
SEQF10000.1_01908	CDS	1182	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
SEQF10000.1_01909	CDS	1575				hypothetical protein
SEQF10000.1_01910	CDS	378				hypothetical protein
SEQF10000.1_01911	CDS	1209	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
SEQF10000.1_01912	CDS	726	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
SEQF10000.1_01913	CDS	1227	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
SEQF10000.1_01914	CDS	996	aroC	4.2.3.5		Chorismate synthase
SEQF10000.1_01915	CDS	258				hypothetical protein
SEQF10000.1_01916	CDS	804	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
SEQF10000.1_01917	CDS	435	aroQ	4.2.1.10		3-dehydroquinate dehydratase
SEQF10000.1_01918	CDS	1638	fhs_2	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
SEQF10000.1_01919	CDS	1203	fprA	1.-.-.-	COG0426	Nitric oxide reductase
SEQF10000.1_01920	CDS	1914	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
SEQF10000.1_01921	CDS	1641				hypothetical protein
SEQF10000.1_01922	CDS	1146				hypothetical protein
SEQF10000.1_01923	CDS	3804				hypothetical protein
SEQF10000.1_01924	CDS	2211	btuB_11			Vitamin B12 transporter BtuB
SEQF10000.1_01925	CDS	1359	trkA		COG0569	Trk system potassium uptake protein TrkA
SEQF10000.1_01926	CDS	1488	trkG		COG0168	Trk system potassium uptake protein TrkG
SEQF10000.1_01927	CDS	1656				hypothetical protein
SEQF10000.1_01928	CDS	312				Thioredoxin C-1
SEQF10000.1_01929	CDS	852	folP	2.5.1.15		Dihydropteroate synthase
SEQF10000.1_01930	CDS	828	sulD		COG0801	Bifunctional folate synthesis protein
SEQF10000.1_01931	CDS	555	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
SEQF10000.1_01932	CDS	2064	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
SEQF10000.1_01933	CDS	879	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
SEQF10000.1_01934	CDS	453	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
SEQF10000.1_01935	CDS	2796	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SEQF10000.1_01936	CDS	2418	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
SEQF10000.1_01937	CDS	2172	yhgF		COG2183	Protein YhgF
SEQF10000.1_01938	CDS	204				hypothetical protein
SEQF10000.1_01939	CDS	543	hpf		COG1544	Ribosome hibernation promotion factor
SEQF10000.1_01940	CDS	684	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
SEQF10000.1_01941	CDS	1170	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
SEQF10000.1_01942	CDS	1776	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
SEQF10000.1_01943	CDS	906				hypothetical protein
SEQF10000.1_01944	CDS	1122	dnaN_2		COG0592	Beta sliding clamp
SEQF10000.1_01945	CDS	819	sigA		COG0568	RNA polymerase sigma factor SigA
SEQF10000.1_01946	CDS	1002	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
SEQF10000.1_01947	CDS	600	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
SEQF10000.1_01948	CDS	999	thiI	2.8.1.4		tRNA sulfurtransferase
SEQF10000.1_01949	CDS	567	sepF_2			Cell division protein SepF
SEQF10000.1_01950	CDS	681			COG0325	Pyridoxal phosphate homeostasis protein
SEQF10000.1_01951	CDS	1098	hemW		COG0635	Heme chaperone HemW
SEQF10000.1_01952	CDS	1695	pgcA	5.4.2.2		Phosphoglucomutase
SEQF10000.1_01953	CDS	720	ylpA			Lipoprotein YlpA
SEQF10000.1_01954	CDS	1620	groL			60 kDa chaperonin
SEQF10000.1_01955	CDS	264	groS		COG0234	10 kDa chaperonin
SEQF10000.1_01956	CDS	276	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
SEQF10000.1_01957	CDS	549				hypothetical protein
SEQF10000.1_01958	CDS	792	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
SEQF10000.1_01959	CDS	351				hypothetical protein
SEQF10000.1_01960	CDS	1668			COG1123	putative ABC transporter ATP-binding protein
SEQF10000.1_01961	CDS	822	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
SEQF10000.1_01962	CDS	957	dppB_2		COG0601	Dipeptide transport system permease protein DppB
SEQF10000.1_01963	CDS	1551	hbpA_4		COG0747	Heme-binding protein A
SEQF10000.1_01964	CDS	948		1.6.5.11	COG2070	NADH:quinone reductase
SEQF10000.1_01965	CDS	1215	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
SEQF10000.1_01966	CDS	465				hypothetical protein
SEQF10000.1_01967	CDS	1959	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
SEQF10000.1_01968	CDS	348				hypothetical protein
SEQF10000.1_01969	CDS	1305				hypothetical protein
SEQF10000.1_01970	CDS	1380	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
SEQF10000.1_01971	CDS	2070	fusA_2		COG0480	Elongation factor G
SEQF10000.1_01972	CDS	1452	alsT_3		COG1115	Amino-acid carrier protein AlsT
SEQF10000.1_01973	CDS	1545	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
SEQF10000.1_01974	CDS	1380				hypothetical protein
SEQF10000.1_01975	CDS	405	phaJ_2	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
SEQF10000.1_01976	tRNA	76				tRNA-Thr(cgt)
SEQF10000.1_01977	CDS	885				IS1595 family transposase ISRhba1
SEQF10000.1_01978	CDS	909	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
SEQF10000.1_01979	CDS	1413				PTS system EIIBC component
SEQF10000.1_01980	CDS	1941	fecA_2		COG4772	Fe(3+) dicitrate transport protein FecA
SEQF10000.1_01981	CDS	1056				hypothetical protein
SEQF10000.1_01982	CDS	342				hypothetical protein
SEQF10000.1_01983	CDS	294				hypothetical protein
SEQF10000.1_01984	CDS	237				hypothetical protein
SEQF10000.1_01985	CDS	261				hypothetical protein
SEQF10000.1_01986	CDS	255				hypothetical protein
SEQF10000.1_01987	CDS	978				hypothetical protein
SEQF10000.1_01988	CDS	384	rmlA_2	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
SEQF10000.1_01989	CDS	312	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
SEQF10000.1_01990	CDS	438				hypothetical protein
SEQF10000.1_01991	CDS	93				hypothetical protein
SEQF10000.1_01992	CDS	183				hypothetical protein
SEQF10000.1_01993	CDS	690				hypothetical protein
SEQF10000.1_01994	CDS	114				hypothetical protein
SEQF10000.1_01995	CDS	567				hypothetical protein
SEQF10000.1_01996	CDS	159				hypothetical protein
SEQF10000.1_01997	CDS	1473				hypothetical protein
SEQF10000.1_01998	CDS	408	gspF		COG1459	Putative type II secretion system protein F
SEQF10000.1_01999	CDS	474				hypothetical protein
SEQF10000.1_02000	CDS	444				hypothetical protein
SEQF10000.1_02001	CDS	393				hypothetical protein
SEQF10000.1_02002	CDS	567				hypothetical protein
SEQF10000.1_02003	CDS	477				hypothetical protein
SEQF10000.1_02004	CDS	1140				hypothetical protein
SEQF10000.1_02005	CDS	594				hypothetical protein
SEQF10000.1_02006	CDS	1260	sctC			Type 3 secretion system secretin
SEQF10000.1_02007	CDS	582				hypothetical protein
SEQF10000.1_02008	CDS	450	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
SEQF10000.1_02009	CDS	180				hypothetical protein
SEQF10000.1_02010	CDS	522				hypothetical protein
SEQF10000.1_02011	CDS	510				hypothetical protein
SEQF10000.1_02012	CDS	924				hypothetical protein
SEQF10000.1_02013	CDS	579				hypothetical protein
SEQF10000.1_02014	CDS	531				hypothetical protein
SEQF10000.1_02015	CDS	267				hypothetical protein
SEQF10000.1_02016	CDS	288				hypothetical protein
SEQF10000.1_02017	CDS	210				hypothetical protein
SEQF10000.1_02018	CDS	414				hypothetical protein
SEQF10000.1_02019	CDS	327				hypothetical protein
SEQF10000.1_02020	CDS	210				hypothetical protein
SEQF10000.1_02021	CDS	897				hypothetical protein
SEQF10000.1_02022	CDS	375				hypothetical protein
SEQF10000.1_02023	CDS	1140				hypothetical protein
SEQF10000.1_02024	CDS	741				hypothetical protein
SEQF10000.1_02025	CDS	768	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
SEQF10000.1_02026	CDS	288				hypothetical protein
SEQF10000.1_02027	tRNA	76				tRNA-Phe(gaa)
SEQF10000.1_02028	tRNA	85				tRNA-Ser(tga)
SEQF10000.1_02029	tRNA	75				tRNA-Glu(ttc)
SEQF10000.1_02030	tRNA	77				tRNA-Met(cat)
SEQF10000.1_02031	tRNA	77				tRNA-Arg(tct)
SEQF10000.1_02032	tRNA	76				tRNA-Lys(ttt)
SEQF10000.1_02033	tRNA	76				tRNA-Gly(tcc)
SEQF10000.1_02034	tRNA	77				tRNA-Met(cat)
SEQF10000.1_02035	tRNA	88				tRNA-Leu(taa)
SEQF10000.1_02036	CDS	345				hypothetical protein
SEQF10000.1_02037	CDS	1356				hypothetical protein
SEQF10000.1_02038	CDS	540	act	3.-.-.-		Methanol dehydrogenase activator
SEQF10000.1_02039	CDS	717	rl5	1.10.3.-		Polyphenol oxidase
SEQF10000.1_02040	CDS	813	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
SEQF10000.1_02041	CDS	285				hypothetical protein
SEQF10000.1_02042	tRNA	84				tRNA-Leu(tag)
SEQF10000.1_02043	tRNA	76				tRNA-Lys(ttt)
SEQF10000.1_02044	tRNA	76				tRNA-His(gtg)
SEQF10000.1_02045	tRNA	76				tRNA-Gly(tcc)
SEQF10000.1_02046	tRNA	77				tRNA-Pro(tgg)
SEQF10000.1_02047	CDS	1404	alsT_4		COG1115	Amino-acid carrier protein AlsT
SEQF10000.1_02048	CDS	654	yiaD		COG2885	putative lipoprotein YiaD
SEQF10000.1_02049	CDS	600				hypothetical protein
SEQF10000.1_02050	CDS	1965				hypothetical protein
SEQF10000.1_02051	CDS	1302				hypothetical protein
SEQF10000.1_02052	CDS	2031	hutU_2	4.2.1.49		Urocanate hydratase
SEQF10000.1_02053	CDS	1533	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
SEQF10000.1_02054	CDS	1140	mlc		COG1940	Protein mlc
SEQF10000.1_02055	CDS	1659				hypothetical protein
SEQF10000.1_02056	CDS	267				hypothetical protein
SEQF10000.1_02057	CDS	1182	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
SEQF10000.1_02058	CDS	1566	abgT_2		COG2978	p-aminobenzoyl-glutamate transport protein
SEQF10000.1_02059	CDS	1170		3.5.1.47		N-acetyldiaminopimelate deacetylase
SEQF10000.1_02060	CDS	159	bcd_3	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
SEQF10000.1_02061	CDS	1245	gltS_4		COG0786	Sodium/glutamate symporter
SEQF10000.1_02062	CDS	216				hypothetical protein
SEQF10000.1_02063	CDS	267				hypothetical protein
SEQF10000.1_02064	CDS	228				hypothetical protein
SEQF10000.1_02065	CDS	426				hypothetical protein
SEQF10000.1_02066	misc_RNA	53				6A
SEQF10000.1_02067	misc_RNA	53				6A
SEQF10000.1_02068	CDS	258				hypothetical protein
SEQF10000.1_02069	CDS	330				hypothetical protein
SEQF10000.1_02070	CDS	504				hypothetical protein
SEQF10000.1_02071	CDS	573				hypothetical protein
SEQF10000.1_02072	CDS	951				hypothetical protein
SEQF10000.1_02073	CDS	264	rpsP		COG0228	30S ribosomal protein S16
SEQF10000.1_02074	CDS	1350	ffh		COG0541	Signal recognition particle protein
SEQF10000.1_02075	CDS	312				hypothetical protein
SEQF10000.1_02076	CDS	144				hypothetical protein
SEQF10000.1_02077	CDS	660				hypothetical protein
SEQF10000.1_02078	CDS	1008	cysK	2.5.1.47		Cysteine synthase
SEQF10000.1_02079	CDS	465				hypothetical protein
SEQF10000.1_02080	CDS	651				hypothetical protein
SEQF10000.1_02081	CDS	438				hypothetical protein
SEQF10000.1_02082	CDS	207				hypothetical protein
SEQF10000.1_02083	CDS	2934	btuB_12			Vitamin B12 transporter BtuB
SEQF10000.1_02084	CDS	729				hypothetical protein
SEQF10000.1_02085	CDS	279				hypothetical protein
SEQF10000.1_02086	CDS	1329				hypothetical protein
SEQF10000.1_02087	CDS	240				hypothetical protein
SEQF10000.1_02088	CDS	741				hypothetical protein
SEQF10000.1_02089	CDS	816				hypothetical protein
SEQF10000.1_02090	CDS	129				hypothetical protein
SEQF10000.1_02091	CDS	552				hypothetical protein
SEQF10000.1_02092	CDS	240				hypothetical protein
SEQF10000.1_02093	CDS	333				hypothetical protein
SEQF10000.1_02094	CDS	642				hypothetical protein
SEQF10000.1_02095	CDS	399				hypothetical protein
SEQF10000.1_02096	CDS	93				hypothetical protein
SEQF10000.1_02097	CDS	255				hypothetical protein
SEQF10000.1_02098	CDS	723	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
SEQF10000.1_02099	CDS	966				hypothetical protein
SEQF10000.1_02100	CDS	1113	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
SEQF10000.1_02101	CDS	1482				hypothetical protein
SEQF10000.1_02102	CDS	1155	tarF	2.7.8.12		Teichoic acid poly(glycerol phosphate) polymerase
SEQF10000.1_02103	CDS	708				hypothetical protein
SEQF10000.1_02104	CDS	1182				hypothetical protein
SEQF10000.1_02105	CDS	846	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
SEQF10000.1_02106	CDS	957	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
SEQF10000.1_02107	CDS	630	rnhB	3.1.26.4	COG0164	Ribonuclease HII
SEQF10000.1_02108	CDS	372				hypothetical protein
SEQF10000.1_02109	CDS	225				hypothetical protein
SEQF10000.1_02110	CDS	582				hypothetical protein
SEQF10000.1_02111	CDS	792	tpiA	5.3.1.1		Triosephosphate isomerase
SEQF10000.1_02112	CDS	1521	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
SEQF10000.1_02113	CDS	1485				hypothetical protein
SEQF10000.1_02114	CDS	270				hypothetical protein
SEQF10000.1_02115	CDS	186				hypothetical protein
SEQF10000.1_02116	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
SEQF10000.1_02117	CDS	183	rpmF		COG0333	50S ribosomal protein L32
SEQF10000.1_02118	CDS	1002	plsX	2.3.1.274		Phosphate acyltransferase
SEQF10000.1_02119	CDS	987	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
SEQF10000.1_02120	CDS	915	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
SEQF10000.1_02121	CDS	225	acpP		COG0236	Acyl carrier protein
SEQF10000.1_02122	CDS	1248	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
SEQF10000.1_02123	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
SEQF10000.1_02124	CDS	1047	miaB_1	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
SEQF10000.1_02125	CDS	1278	rne	3.1.26.12		Ribonuclease E
SEQF10000.1_02126	CDS	498	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
SEQF10000.1_02127	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
SEQF10000.1_02128	CDS	1050	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
SEQF10000.1_02129	CDS	399				hypothetical protein
SEQF10000.1_02130	CDS	1308	miaB_2	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
SEQF10000.1_02131	CDS	1242	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SEQF10000.1_02132	CDS	1140				hypothetical protein
SEQF10000.1_02133	CDS	1062	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
SEQF10000.1_02134	CDS	453	sigM			ECF RNA polymerase sigma factor SigM
SEQF10000.1_02135	CDS	324				hypothetical protein
SEQF10000.1_02136	CDS	402				hypothetical protein
SEQF10000.1_02137	CDS	315				hypothetical protein
SEQF10000.1_02138	CDS	624	upp	2.4.2.9		Uracil phosphoribosyltransferase
SEQF10000.1_02139	CDS	177				hypothetical protein
SEQF10000.1_02140	CDS	195	copZ			Copper chaperone CopZ
SEQF10000.1_02141	CDS	2232	copA	7.2.2.8		putative copper-importing P-type ATPase A
SEQF10000.1_02142	CDS	1377	atoE		COG2031	Putative short-chain fatty acid transporter
SEQF10000.1_02143	CDS	651	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
SEQF10000.1_02144	CDS	666	ctfB	2.8.3.9		Butyrate--acetoacetate CoA-transferase subunit B
SEQF10000.1_02145	misc_RNA	106				TPP
SEQF10000.1_02146	CDS	1302	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
SEQF10000.1_02147	CDS	1650				hypothetical protein
SEQF10000.1_02148	CDS	1665				hypothetical protein
SEQF10000.1_02149	CDS	1635				hypothetical protein
SEQF10000.1_02150	CDS	1134				hypothetical protein
SEQF10000.1_02151	CDS	960	aspS	6.1.1.12		Aspartate--tRNA ligase
SEQF10000.1_02152	CDS	714				hypothetical protein
SEQF10000.1_02153	CDS	567	xpt	2.4.2.22		Xanthine phosphoribosyltransferase
SEQF10000.1_02154	CDS	1308	xanQ		COG2233	Xanthine permease XanQ
SEQF10000.1_02155	misc_RNA	98				Purine
SEQF10000.1_02156	CDS	1617	nhaP			K(+)/H(+) antiporter NhaP
SEQF10000.1_02157	CDS	1341	cca	2.7.7.72		CCA-adding enzyme
SEQF10000.1_02158	CDS	396	nudG_2	3.6.1.65	COG0494	CTP pyrophosphohydrolase
SEQF10000.1_02159	CDS	603	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
SEQF10000.1_02160	tRNA	77				tRNA-Arg(cct)
SEQF10000.1_02161	CDS	1458	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
SEQF10000.1_02162	CDS	795				hypothetical protein
SEQF10000.1_02163	CDS	870				hypothetical protein
SEQF10000.1_02164	CDS	789				hypothetical protein
SEQF10000.1_02165	CDS	666				hypothetical protein
SEQF10000.1_02166	CDS	2883				hypothetical protein
SEQF10000.1_02167	CDS	984	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
SEQF10000.1_02168	CDS	675	artQ		COG0765	Arginine transport system permease protein ArtQ
SEQF10000.1_02169	CDS	729	glnQ			Glutamine transport ATP-binding protein GlnQ
SEQF10000.1_02170	CDS	717	artJ		COG0834	ABC transporter arginine-binding protein 1
SEQF10000.1_02171	CDS	144				hypothetical protein
SEQF10000.1_02172	CDS	891	ctkA_2	2.7.11.1		Serine/threonine-protein kinase CtkA
SEQF10000.1_02173	CDS	264				hypothetical protein
SEQF10000.1_02174	CDS	822				hypothetical protein
SEQF10000.1_02175	CDS	576				hypothetical protein
SEQF10000.1_02176	CDS	660	recO			DNA repair protein RecO
SEQF10000.1_02177	CDS	480	fruA_2		COG1299	PTS system fructose-specific EIIABC component
